cod,componente,nome,nome_curto,incl,excl,crit,cons,nota,icd10
K73,7,Malformação congénita cardiovascular,Malformação congénita cardiovascular,defeito do septo auricular/ventricular; tetralogia de Fallot; canal arterial persistente,hemangioma S81,,,,I42.4; Q20.0; Q20.1; Q20.2; Q20.3; Q20.4; Q20.5; Q20.6; Q20.8; Q20.9; Q21.0; Q21.1; Q21.2; Q21.3; Q21.4; Q21.8; Q21.9; Q22.0; Q22.1; Q22.2; Q22.3; Q22.4; Q22.5; Q22.6; Q22.8; Q22.9; Q23.0; Q23.1; Q23.2; Q23.3; Q23.4; Q23.8; Q23.9; Q24.0; Q24.1; Q24.2; Q24.3; Q24.4; Q24.5; Q24.6; Q24.8; Q24.9; Q25.0; Q25.1; Q25.2; Q25.3; Q25.4; Q25.5; Q25.6; Q25.7; Q25.8; Q25.9; Q26.0; Q26.1; Q26.2; Q26.3; Q26.4; Q26.5; Q26.6; Q26.8; Q26.9; Q27.0; Q27.1; Q27.2; Q27.3; Q27.4; Q27.8; Q27.9; Q28.0; Q28.1; Q28.2; Q28.3; Q28.8; Q28.9
K74,7,Doença cardiaca isquémica com angina,Doença cardíaca isquémica com angina,angina provocada pelo esforço; angina de peito; angina com espasmo; dor torácica isquémica; angina instável,doença cardíaca isquémica sem angina K76,história e demonstração por ECG ou imagiológica de enfarte do miocárdio antigo; ou demonstração de isquémia do miocárdio no ECG em repouso ou de esforço; ou detecção por investigação de estreitamento de artéria coronária ou aneurisma ventricular,dor do coração K01,,I20.0; I20.1; I20.8; I20.9; I24.0; I24.8; I24.9
K75,7,Enfarte agudo do miocárdio,Enfarte agudo do miocárdio,enfarte do miocárdio especificado como tendo sido agudo ou até 4 semanas (28 dias) após o começo,enfarte do miocárdio antigo/cicatrizado (doença cardíaca isquémica com angina) K74; enfarte do miocárdio antigo/cicatrizado (doença cardíaca isquémica sem angina) K76,"dor torácica característica de isquémia miocárdica, com duração superior a 15 minutos e/ou alterações anormais do ST-T ou ondas Q novas no electrocardiograma e/ou subida das enzimas cardíacas no sangue",dor do coração K01; angina de peito K74; doença cardíaca isquémica crónica K76,codificação dupla com K74 ou K76,I21.0; I21.1; I21.2; I21.3; I21.4; I21.9; I22.0; I22.1; I22.8; I22.9; I23.0; I23.1; I23.2; I23.3; I23.4; I23.5; I23.6; I23.8; I24.1
K76,7,Doença cardíaca isquémica sem angina,Doença cardíaca isquémica sem angina,aneurisma cardíaco; doença cardíaca arteriosclerótica/aterosclerótica; doença coronária; cardiomiopatia isquémica; enfarte do miocárdio antigo; isquémia miocárdica silenciosa,doença cardíaca isquémica com angina K74,"história mais ECG; ou manifestações imagiológicas de um enfarte do miocárdio antigo; ou evidência no ECG em repouso ou de esforço de isquémia do miocárdio; ou evidência, por investigação de estreitamento de artéria coronária; ou aneurisma ventricular",,,I25.0; I25.1; I25.2; I25.3; I25.4; I25.5; I25.6; I25.8; I25.9
K77,7,Insuficiência cardíaca,Insuficiência cardíaca,asma cardíaca; insuficiência cardíaca congestiva; doença cardíaca/insuficiência cardíaca com edema pulmonar; insuficiência cardíaca NE; insuficiência ventricular esquerda; insuficiência ventricular direita,cor pulmonale K82; edema pulmonar sem doença cardíaca/insuficiência cardíaca R99,"sinais múltiplos incluindo edema dependente, pressão venosa jugular aumentada, hepatomegália sem a presença de doença hepática, congestão pulmonar, derrame pleural, coração aumentado de tamanho.",,,I50.0; I50.1; I50.9
K78,7,Fibrilhação/flutter auricular,Fibrilhação/flutter auricular,,taquicardia paroxística K79,manifestações características no electrocardiograma; ou ritmo cardíaco totalmente irregular com déficit do pulso,palpitações K04; batimento cardíaco irregular anormal K05,,I48
K79,7,Taquicardia paroxística,Taquicardia paroxística,taquicardia supraventricular/ventricular,taquicardia NE K04; fibrilhação auricular K78,história de episódios sucessivos de acelerações cardíacas (superior a 140/min) que surgem e terminam abruptamente,palpitações K04; batimento cardíaco irregular anormal K05,,I47.0; I47.1; I47.2; I47.9
K80,7,Arritmia cardíaca NE,Arritmia cardíaca NE,batimentos prematuros auriculares/juncionais/ventriculares; bigeminia; batimentos ectópicos; extrassístoles; batimentos prematuros; doença do nódulo sinusal; fibrilhação/flutter ventricular,taquicardia paroxística K79,um ou mais batimentos cardíacos que surgem fora dos batimentos regulares do ritmo subjacente,palpitações K04; batimento cardíaco irregular anormal K05,,I49.0; I49.1; I49.2; I49.3; I49.4; I49.5; I49.8; I49.9
K81,7,Sopro cardíaco/arterial NE,Sopro cardíaco/arterial NE,sopro cardíaco/carotídeo/da artéria renal; sopro infantil inocente,doença reumática cardíaca K71; doença valvular K83; doença cerebrovascular K90,,,,R01.0; R01.1; R01.2; R09.8
K82,7,Doença cardíaca pulmonar,Doença cardíaca pulmonar,cor pulmonale crónico; doença dos vasos pulmonares; hipertensão pulmonar primária,embolia pulmonar K93,"presença de doença pulmonar crónica, da vasculatura pulmonar ou troca dos gases respiratórios; e ainda aumento do tamanho do ventrículo direito ou insuficiência cardíaca direita",insuficiência cardíaca direita K77,,I27.0; I27.1; I27.2; I27.8; I27.9; I28.0; I28.1; I28.8; I28.9
K83,7,Doença valvular cardíaca NE,Doença valvular cardíaca NE,endocardite crónica; prolapso da válvula mitral; doença não-reumática da válvula aórtica/mitral/pulmonar/tricúspida,doença valvular reumática K71,ausência de critérios da doença cardíaca reumática crónica K71; e demonstração de disfunção valvular quer por sopro cardíaco característico ou por sinais imagiológicos/ecocardiográficos de valvula anormal,sopro cardíaco não-especificado K81; doença cardíaca hipertensiva K87,,I34.0; I34.1; I34.2; I34.8; I34.9; I35.0; I35.1; I35.2; I35.8; I35.9; I36.0; I36.1; I36.2; I36.8; I36.9; I37.0; I37.1; I37.2; I37.8; I37.9; I39.0; I39.1; I39.2; I39.3; I39.4; I39.8
K84,7,Doença cardíaca outra,Doença cardíaca outra,bloqueio de ramo; paragem cardíaca; cardiomegalia; cardiomiopatia; doença não infecciosa do pericárdio; bloqueio cardíaco; bloqueio do ramo esquerdo; outras perturbações da condução,arritmia cardíaca K80,,,,I30.0; I30.8; I30.9; I31.0; I31.1; I31.2; I31.3; I31.8; I31.9; I32.8; I42.0; I42.1; I42.2; I42.3; I42.5; I42.6; I42.7; I42.8; I42.9; I43.0; I43.1; I43.2; I43.8; I44.0; I44.1; I44.2; I44.3; I44.4; I44.5; I44.6; I44.7; I45.0; I45.1; I45.2; I45.3; I45.4; I45.5; I45.6; I45.8; I45.9; I46.0; I46.1; I46.9; I51.0; I51.1; I51.2; I51.3; I51.4; I51.5; I51.6; I51.7; I51.8; I51.9; I52.0; I52.1; I52.8; O90.3
K85,7,Pressão arterial elevada,Pressão arterial elevada,pressão arterial elevada não correspondendo aos critérios estabelecidos em K86 e K87; hipertensão transitória/lábil,,,,,R03.0
K86,7,Hipertensão sem complicações,Hipertensão sem complicações,hipertensão essencial; hipertensão NE; hipertensão idiopática,hipertensão com complicações K87; hipertensão durante a gravidez W81,"ou duas ou mais leituras por consulta, ao longo de duas ou mais consultas, com média de pressão arterial diastólica superior a 95 mmHg ou de sistólica superior a 160 mmHg, em doente adulto; ou duas ou mais leituras numa única consulta com média de pressão arterial diastólica superior ou igual a 120 mmHg; e ainda ausência de demonstração de envolvimento secundário do coração, rim, olho ou cérebro",pressão arterial elevada K85,"1) para as crianças, consultar as tabelas de pressão arterial pediátrica apropriadas; 2) em caso de hipertensão secundária, codifique também a causa subjacente",I10
K87,7,Hipertensão com complicações,Hipertensâo com complicações,hipertensão maligna,hipertensão sem complicações K86,"ou duas ou mais leituras por consulta, ao longo de duas ou mais consultas, com média de pressão arterial diastólica superior a 95 mmHg ou de sistólica superior a 160 mmHg, em doente adulto; ou duas ou mais leituras numa única consulta com média de pressão arterial diastólica superior ou igual a 120 mmHg; e ainda demonstração de alterações do coração (aumento, insuficiência), rim (albuminúria, azotémia), olho ou cérebro atribuídas à hipertensão",,"1) para as crianças, consultar as tabelas de pressão arterial pediátrica apropriadas; 2) em caso de hipertensão secundária, codifique também a causa subjacente",I11.0; I11.9; I12.0; I12.9; I13.0; I13.1; I13.2; I13.9; I15.0; I15.1; I15.2; I15.8; I15.9; I67.4
K88,7,Hipotensão postural,Hipotensão postural,hipotensão idiopática/ortostática,hipotensão devido à medicação A85,"sinais ou sintomas de insuficiência cerebrovascular (tonturas, síncope) ao passar da posição supina para a posição vertical; e diminuição da pressão arterial média de 15 mmHg em duas ou mais circunstâncias ao passar de uma posição supina para uma posição vertical",pressão arterial baixa K29,,I95.0; I95.1; I95.8; I95.9
K89,7,Isquémia cerebral transitória,Isquémia cerebral transitória,"insuficiência basilar; ""drop attacks""; amnésia global transitória; acidente isquémico transitório (AIT)",sopro carotídeo K81; acidente cerebrocardiovascular K90; enxaqueca N89,"sintomas de hipofunção cerebral temporária (menos de 24 horas), com aparecimento repentino, de origem presumivelmente vascular, sem sequelas e com exclusão de enxaqueca/equivalente de enxaqueca/epilepsia",desmaio/síncope A06,codificação dupla com K91,G45.0; G45.1; G45.2; G45.3; G45.4; G45.8; G45.9
K90,7,Trombose/acidente vascular cerebral,Trombose/acidente vascular cerebral,apoplexia; embolia/enfarte/trombose/oclusão/estenose/hemorragia cerebral; acidente vascular cerebral (AVC); hemorragia subaracnoideia,isquémia cerebral transitória K89; hemorragia intracraniana traumática N80,"sinais e sintomas de uma perturbação da função cerebral, presumivelmente de origem vascular, com duração superior a 24 horas ou provocando a morte e até 4 semanas (28 dias) após o aparecimento",,codificação dupla com K91,G46.0; G46.1; G46.2; G46.3; G46.4; G46.5; G46.6; G46.7; G46.8; I60.0; I60.1; I60.2; I60.3; I60.4; I60.5; I60.6; I60.7; I60.8; I60.9; I61.0; I61.1; I61.2; I61.3; I61.4; I61.5; I61.6; I61.8; I61.9; I62.0; I62.1; I62.9; I63.0; I63.1; I63.2; I63.3; I63.4; I63.5; I63.6; I63.8; I63.9; I64
K91,7,Doença vascular cerebral,Doença vascular cerebral,aneurisma cerebral; sequelas de trombose,,isquémia cerebral transitória/trombose anterior; ou resultados de investigação evidenciando doença vascular cerebral,,,I65.0; I65.1; I65.2; I65.3; I65.8; I65.9; I66.0; I66.1; I66.2; I66.3; I66.4; I66.8; I66.9; I67.0; I67.1; I67.2; I67.3; I67.5; I67.6; I67.7; I67.8; I67.9; I68.0; I68.1; I68.2; I68.8; I69.0; I69.1; I69.2; I69.3; I69.4; I69.8
K92,7,Aterosclerose/doença vascular periférica,Aterosclerose/doença vascular periférica,arteriosclerose; embolia/trombose/estenose arterial; ateroma; endarterite; gangrena; claudicação intermitente; isquémia dos membros; síndrome de Raynaud; vasospasmo,aterosclerose mesentérica D99; aterosclerose oftalmica/da retina F99; doença cardíaca isquémica com angina K74; enfarte agudo do miocárdio K75; doença cardíaca isquémica sem angina K76; aterosclerose pulmonar K82; aterosclerose cerebral (isquémia cerebral transitória) K89; aterosclerose cerebral (trombose/acidente vascular cerebral) K90; aneurisma K99; aterosclerose renal U99,,,,I70.0; I70.1; I70.2; I70.8; I70.9; I73.0; I73.1; I73.8; I73.9; I74.0; I74.1; I74.2; I74.3; I74.4; I74.5; I74.8; I74.9; R02
K93,7,Embolia pulmonar,Embolia pulmonar,enfarte pulmonar (artéria/veia); tromboembolismo; trombose,,"aparecimento súbito de dispneia/taquipneia e provas clínicas ou imagiológicas de enfarte pulmonar, ou sinais ECG de sobrecarga ventricular direita aguda",dispneia R02,,I26.0; I26.9
K94,7,Flebite/tromboflebite,Flebite/tromboflebite,flebotrombose; trombose portal; trombose venosa superficial/profunda,isquémia cerebral transitória K89; trombose/acidente vascular cerebral K90,,,,I80.0; I80.1; I80.2; I80.3; I80.8; I80.9; I81; I82.0; I82.1; I82.2; I82.3; I82.8; I82.9; I87.0
K95,7,Veias varicosas da perna,Veias varicosas da perna,eczema varicoso; insuficiência venosa; estase venosa,úlcera varicosa S97,presença de veias superficiais dilatadas nas extremidades inferiores; ou demonstração de incompetência valvular das veias,veias proeminentes K06,,I83.1; I83.9; I87.2
K96,7,Hemorróidas,Hemorróidas,hemorróidas internas com/sem complicações; hematoma perianal; pólipo cutâneo hemorroidal residual; hemorróidas externas trombosadas; veias varicosas do anus/recto,,"visualização de varicosidades do plexo venoso do ânus ou canal anal; ou edema de inicio agudo, doloroso e azulado, localizado na zona perianal; ou pregas cutâneas na área perianal",dor anal D04; hemorragia rectal D16; tumor anal D29,,I84.0; I84.1; I84.2; I84.3; I84.4; I84.5; I84.6; I84.7; I84.8; I84.9
K99,7,Doença do aparelho circulatório outra,Doença do aparelho circulatório outra,aneurisma da aorta; fístula arteriovenosa; arterite; linfoedema; varizes esofagicas; outro aneurisma; poliarterite nodosa; veias varicosas noutras partes do corpo para além das extremidades inferiores; vasculite,linfadenite crónica/não específica B71; aneurisma cerebral K91; gangrena K92; estreitamento/estenose aterosclerótico arterial K92,,,,I71.0; I71.1; I71.2; I71.3; I71.4; I71.5; I71.6; I71.8; I71.9; I72.0; I72.1; I72.2; I72.3; I72.4; I72.5; I72.6; I72.8; I72.9; I77.0; I77.1; I77.2; I77.3; I77.4; I77.5; I77.6; I77.8; I77.9; I78.0; I78.8; I78.9; I79.0; I79.1; I79.2; I79.8; I85.0; I85.9; I86.0; I86.1; I86.2; I86.3; I86.4; I86.8; I87.1; I87.8; I87.9; I89.0; I98.0; I98.1; I98.2; I98.3; I98.8; I99; M30.0; M30.1; M30.2; M30.3; M30.8; M31.0; M31.1; M31.2; M31.3; M31.4; M31.5; M31.6; M31.7; M31.8; M31.9; R57.0; R57.1; T06.3
L01,1,Sintoma/queixa do pescoço,Sintoma/queixa do pescoço,dor atribuída à coluna/sistema musculosquelético cervical,"cefaleia N01, dor da face N03",,,,M54.0; M54.2
L02,1,Sintoma/queixa da região dorsal,Sintoma/queixa da região dorsal,dor de costas NE; dor torácica dorsal,dor na região lombar L03,,,,M54.0; M54.6; M54.8; M54.9
L03,1,Sintoma/queixa da região lombar,Sintoma/queixa da região lombar,dor de costas (lombares/sacroilíacas); coccidinia; lumbago; lombalgia,dor torácica dorsal L02; ciática L86,,,,M53.3; M54.0; M54.5
L04,1,Sintoma/queixa do tórax,Sintoma/queixa do tórax,dor torácica atribuída ao sistema músculo-esquelético,dor torácica NE A11; dor atribuída ao coração K01; dor provocada pela respiração/dor pleurítica/pleurodinia R01,,,,R07.3; R29.8
L05,1,Sintoma/queixa do flanco/axila,Sintoma/queixa do flanco/axila,dor no quadril,sintoma renal U14,,,,R29.8
L07,1,Sintoma/queixa da mandíbula,Sintoma/queixa da mandíbula,sintoma da articulação temporo-mandibular,sintoma/queixa dos dentes/gengiva D19,,,,K07.6; K10.8; M25.4; M25.5; M25.6; R29.8
L08,1,Sintoma/queixa do ombro,Sintoma/queixa do ombro,,,,,,M25.4; M25.5; M25.6
L09,1,Sintoma/queixa do braço,Sintoma/queixa do braço,,dor muscular/mialgia L18,,,,M79.6; R29.8
L10,1,Sintoma/queixa do cotovelo,Sintoma/queixa do cotovelo,,,,,,M25.4; M25.5; M25.6
L11,1,Sintoma/queixa do punho,Sintoma/queixa do punho,,,,,,M25.4; M25.5; M25.6
L12,1,Sintoma/queixa da mão/dedo da mão,Sintoma/queixa da mão/dedo da mão,,,,,,M25.4; M25.5; M25.6; M79.6; R29.8
L13,1,Sintoma/queixa da anca,Sintoma/queixa da anca,,,,,,M25.4; M25.5; M25.6; R29.4
L14,1,Sintoma/queixa da perna/coxa,Sintoma/queixa da perna/coxa,cãibras na perna,dor muscular/mialgia L18; pernas inquietas N04,,,,M79.6; R29.8
L15,1,Sintoma/queixa do joelho,Sintoma/queixa do joelho,,,,,,M25.4; M25.5; M25.6
L16,1,Sintoma/queixa do tornozelo,Sintoma/queixa do tornozelo,,,,,,M25.4; M25.5; M25.6
L17,1,Sintoma/queixa do pé/dedo do pé,Sintoma/queixa do pé/dedo do pé,metatarsalgia,,,,,M25.4; M25.5; M25.6; M77.4; M79.6; R29.8
L18,1,Dor muscular,Dor muscular,fibromialgia; fibrosite; mialgia; paniculite; reumatismo,dor no pescoço L01; dor dorsal L02; dor lombar L03; cãibras na perna L14,,,,M60.1; M60.2; M60.8; M60.9; M79.0; M79.1; M79.3; M79.6; M79.7; R25.2
L19,1,Sintoma/queixa muscular NE,Sintoma/queixa muscular NE,atrofia/perda/fraqueza muscular; rigidez/tensão muscular,"dor no pescoço L01; dor dorsal L02; dor lombar L03; cãibras na perna L14; ""dores de crescimento"" na criança L29; pernas inquietas N04",,,,M62.5; M62.6; M79.9
L20,1,Sintoma/queixa de articulação NE,Sintoma/queixa de articulação NE,artralgia; derrame/edema articular; dor/rigidez/fraqueza articular,sintoma/queixa da mandíbula L07; sintoma/queixa do ombro L08; sintoma/queixa do cotovelo L10; sintoma/queixa do pulso L11; sintoma/queixa da mão/dedo da mão L12; sintoma/queixa da anca L13; sintoma/queixa do joelho L15; sintoma/queixa do tornozelo L16; sintoma/queixa do pé/dedo do pé L17,,,,M25.4; M25.5; M25.6; M25.8; M25.9
L26,1,Medo de cancro músculo-esquelético,Medo de cancro músculo-esquelético,,"se o doente tem a doença, codifique-a",preocupação com/medo de cancro do sistema músculo-esquelético numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1
L27,1,Medo de doença músculo-esquelética outra,Medo doença músculo-esquelét outra,,"medo de cancro músculo-esquelético L26; se o doente tem a doença, codifique-a",preocupação com/medo de um doente ter a doença numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1
L28,1,Limitação funcional/incapacidade (L),Limitação funcional/incapacidade (L),,queda A29; coxear/dificuldade em andar/problemas com a forma de andar N29,limitação de função/incapacidade devida a problema musculo-esquelético,,Os quadros COOP/WONCA permitem documentar o estado funcional do doente (ver Capítulo 8),R26.2; Z73.6
L29,1,Sintoma/queixa músculo-esquelético outro,Sintoma/queixa músculo-esquel outro,dores de crescimento na criança,unhas em baqueta S22,,,,R26.8; R29.3; R29.8
L70,7,Infecção do sistema músculo-esquelético,Infecção sistema músculo-esquelético,tenossinovite infecciosa; osteomielite; artrite piogénica,doença de Reiter L99; efeito tardio de poliomielite N70,infecção localizada no sistema músculo-esquelético,,,M00.0; M00.1; M00.2; M00.8; M00.9; M01.0; M01.1; M01.2; M01.3; M01.4; M01.5; M01.6; M01.8; M46.2; M46.3; M46.4; M46.5; M60.0; M65.0; M65.1; M71.0; M71.1; M72.6; M72.8; M86.0; M86.1; M86.2; M86.3; M86.4; M86.5; M86.6; M86.8; M86.9
